forearm_MAV,forearm_RMS,forearm_VAR,forearm_ZCR,forearm_MF,upperarm_MAV,upperarm_RMS,upperarm_VAR,upperarm_ZCR,upperarm_MF,joint_angle
-1.4281814514086826,-1.4326688939994758,-0.38611887729489835,0.0,0.0,-0.07046927479204795,-0.09474985814441277,-0.45657130375510085,0.0,0.0,18.907037
-1.4290603780646327,-1.4336033458857238,-0.38758155933355903,0.0,0.0,-0.07884571113174363,-0.10268352614579063,-0.4540326587461807,0.0,0.0,19.440342
-1.4322694823665907,-1.4367681506197507,-0.3867082524050333,0.0,0.0,-0.07157363082688344,-0.09512692171185823,-0.44793918301035823,0.0,0.0,20.837091
-1.4311657140079557,-1.435632691567883,-0.38582919775254565,0.0,0.0,-0.022419368823543128,-0.04415181126232471,-0.40722091637729374,0.0,0.0,21.878304
-1.4369298376586062,-1.4413342531464524,-0.3846948780848512,0.0,0.0,0.03186077213393908,0.010794078739952728,-0.3779588271140168,0.0,0.0,22.538585
-1.450931343689442,-1.4550987433852443,-0.3798477226426216,0.0,0.0,0.055677356055014865,0.03407277082408648,-0.3755624747469336,0.0,0.0,23.592496
-1.4598841314872608,-1.4640873906142495,-0.3814297471563658,0.0,0.0,0.07738941243800787,0.05565891287074651,-0.36859291773438857,0.0,0.0,25.281293
-1.4705334521326119,-1.4746028658975412,-0.3789401256691017,0.0,0.0,0.12304307417998257,0.10195303065239848,-0.3416316486790219,0.0,0.0,25.916179
-1.479772402097485,-1.4836536298818745,-0.37503019874025084,0.0,0.0,0.19409692472317447,0.17531706563274663,-0.2802980030364315,0.0,0.0,27.046276
-1.481673336492912,-1.4852830075786176,-0.36851300990308683,0.0,0.0,0.26296290010301315,0.24297282877778337,-0.26623059615710276,0.0,0.0,27.706557
-1.4772378229035816,-1.4807143580540467,-0.3648716891246531,0.0,0.0,0.3794412064186857,0.36184637924728213,-0.177482310321857,0.0,0.0,29.484238
-1.4840443944484987,-1.4875053030529706,-0.3650588600090403,0.0,0.0,0.4811669830614609,0.45776483751290825,-0.2126049109803294,0.0,0.0,29.484238
-1.4948776764869556,-1.498184132106589,-0.36219352026767143,0.0,0.0,0.5156312261108565,0.48805366244056536,-0.25814902505205434,0.0,0.0,31.160337
-1.5028084565452977,-1.5062129580687933,-0.3652489825567532,0.0,0.0,0.572974392297034,0.5468281315952761,-0.20847223725927594,0.0,0.0,32.963413
-1.492854101162791,-1.4959420737573823,-0.356683827724584,0.0,0.0,0.6706994829268199,0.6496691557301939,-0.07832753135895627,0.0,0.0,32.963413
-1.4676105099977075,-1.4699613094244643,-0.3362262274481299,0.0,0.0,0.7669659901143698,0.7416486721144789,-0.09368586369198638,0.0,0.0,34.449046
-1.4642174443026437,-1.4665157450460804,-0.33459439092264043,0.0,0.0,0.8437291529885989,0.8108026954279887,-0.1756047240488138,0.0,0.0,35.490259
