forearm_MAV,forearm_RMS,forearm_VAR,forearm_ZCR,forearm_MF,upperarm_MAV,upperarm_RMS,upperarm_VAR,upperarm_ZCR,upperarm_MF,joint_angle
0.19137429017800392,0.16392177495165694,-0.4214069374551856,0.0,0.0,-2.0448278311270633,-2.06054799525154,-0.9383207450192328,0.0,0.0,0
0.059842782620450126,0.03219920758304918,-0.4547892999159906,0.0,0.0,-2.0128471523119527,-2.0289623411782,-0.9377754889257576,0.0,0.0,0
0.01871779695306221,-0.00901241369372188,-0.46521660067472825,0.0,0.0,-1.9868857501969035,-2.0056315309375385,-0.9643415086826576,0.0,0.0,0
0.02698842513859814,-0.0005469571031600725,-0.4604635628927606,0.0,0.0,-1.9953650791135125,-2.013387786023209,-0.9571831882742075,0.0,0.0,0
0.06491923716191676,0.03689751894819089,-0.45940047875685663,0.0,0.0,-2.0708939163151574,-2.090948255579272,-0.9911704399071759,0.0,0.0,0
0.06828452725120387,0.04027583695953074,-0.4584505575383497,0.0,0.0,-2.1118773394120995,-2.1318479705287894,-0.9956158180928506,0.0,0.0,0
-0.028111070221591032,-0.050899333570793175,-0.4019009307177108,0.0,0.0,-2.011852663118029,-2.023314572537149,-0.8837503058869464,0.0,0.0,0
-0.18205883210269985,-0.2008521945560247,-0.37934626433855917,0.0,0.0,-1.920307315740568,-1.9327305076101764,-0.8781017322528796,0.0,0.0,0
-0.2736061302943192,-0.2947436433092167,-0.4328461546770441,0.0,0.0,-1.846819798463292,-1.8631864407223395,-0.9129883260971468,0.0,0.0,0
-0.2490794398130751,-0.26913681529061123,-0.4124033440580836,0.0,0.0,-1.853833564357277,-1.8690283935081935,-0.8997088583251467,0.0,0.0,0
-0.11115958496738403,-0.12939091462173188,-0.3544662733663835,0.0,0.0,-2.047549591026222,-2.051631684727993,-0.8059362875024777,0.0,0.0,0
0.0849398612524203,0.06118371944098009,-0.38969890810201735,0.0,0.0,-2.1634860944230643,-2.166576527737475,-0.8197409901646981,0.0,0.0,0
0.17762793574549246,0.14870768214396887,-0.44761354856158053,0.0,0.0,-2.1771472354553785,-2.181915328835118,-0.8406894435553225,0.0,0.0,0
0.13889858031115668,0.11226847598708388,-0.421051461763603,0.0,0.0,-2.1536458855568763,-2.156325481034156,-0.8131816178187834,0.0,0.0,0
0.07501510742977745,0.04961971295631766,-0.41709626219121354,0.0,0.0,-2.080524759035256,-2.0874169995959826,-0.84472027767734,0.0,0.0,0
0.02333794097394799,-0.0034082733416885866,-0.44939042409949065,0.0,0.0,-2.0369242591121997,-2.0497224917593035,-0.9036276456579755,0.0,0.0,0
0.057846424092906905,0.03135630809521991,-0.43772436628942324,0.0,0.0,-1.9946846391387227,-1.9996404722807783,-0.80450630038681,0.0,0.0,0
0.32467400100280985,0.3096759581581772,-0.1868505919761776,0.0,0.0,-1.8586489857173265,-1.8603291087971463,-0.7330862338261336,0.0,0.0,0
0.5640088690476899,0.5446207646771596,-0.1872852568597732,0.0,0.0,-1.663886128317936,-1.6713769533172025,-0.7604043078132362,0.0,0.0,0
0.6689602887813838,0.6416664660165486,-0.2925623886085759,0.0,0.0,-1.3362804512250077,-1.336700753245299,-0.5693028290284748,0.0,0.0,0
